,sms,spam,
3385,U reach orchard already? U wan 2 go buy tickets first?,FALSE,
3386,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,FALSE,
3387,Lol or I could just starve and lose a pound by the end of the day.,FALSE,
3388,Ok u can take me shopping when u get paid =D,FALSE,
3389,Ringtone Club: Gr8 new polys direct to your mobile every week !,TRUE,
3390,Where is that one day training:-),FALSE,
3391,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,FALSE,
3392,Blank is Blank. But wat is blank? Lol,FALSE,
3393,No problem. Talk to you later,FALSE,
3394,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,FALSE,
3395,"Awesome, be there in a minute",FALSE,
3396,Not to worry. I'm sure you'll get it.,FALSE,
3397, and  picking them up from various points,FALSE,
3398,100 dating service cal;l 09064012103 box334sk38ch,TRUE,
3399,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,FALSE,
3400,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,FALSE,********
3401,Keep my payasam there if rinu brings,FALSE,
3402,I've told him that i've returned it. That should i re order it.,FALSE,
3403,Do you work all this week ?,FALSE,
3404,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,TRUE,
3405,Hi its in durban are you still on this number,FALSE,
3406,Yes:)from last week itself i'm taking live call.,FALSE,
3407,Haven't left yet so probably gonna be here til dinner,FALSE,
3408,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,FALSE,
3409,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÂ’s the least a unique person like u deserve. Sleep tight or morning,FALSE,
3410,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,FALSE,
3411,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",TRUE,
3412,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",TRUE,
3413,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",FALSE,
3414,Alright. I'm out--have a good night!,FALSE,
3415,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,FALSE,
3416,Sounds like there could be a lot of time spent in that  ... *grins* ... . Going to lounge in a nice long bath now ?,FALSE,
3417,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,TRUE,
3418,Oops i thk i dun haf enuff... I go check then tell Ã¼..,FALSE,
3419,We're on the opposite side from where we dropped you off,FALSE,
3420,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",FALSE,
3421,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,FALSE,
3422,"Goodmorning, Today i am late for  &lt;#&gt; min.",FALSE,
3423,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,TRUE,
3424,I'm always looking for an excuse to be in the city.,FALSE,
3425,"Cool, I'll text you when I'm on the way",FALSE,
3426,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,TRUE,
3427,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,TRUE,
3428,Sounds like you have many talents! would you like to go on a dinner date next week?,FALSE,
3429,Thank god they are in bed!,FALSE,
3430,Urgent Ur Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,TRUE,
3431,Get ready for  &lt;#&gt; ...,FALSE,
3432,"""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx""",FALSE,
3433,Whom you waited for yesterday,FALSE,
3434,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,FALSE,
3435,"Sounds good, keep me posted",FALSE,
3436,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,FALSE,
3437,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,FALSE,
3438,R Ã¼ going 4 today's meeting?,FALSE,
3439,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,FALSE,
3440,Exactly. Anyways how far. Is jide her to study or just visiting,FALSE,
3441,At home watching tv lor.,FALSE,
3442,Is fujitsu s series lifebook good?,FALSE,
3443,Yup. Thk of u oso boring wat.,FALSE,
3444,What is important is that you prevent dehydration by giving her enough fluids,FALSE,
3445,Everybody had fun this evening. Miss you.,FALSE,
3446,"Dad wanted to talk about the apartment so I got a late start, omw now",FALSE,
3447,Are you going to wipro interview today?,FALSE,
3448,Prabha..i'm soryda..realy..frm heart i'm sory,FALSE,
3449,Prabha..i'm soryda..realy..frm heart i'm sory,FALSE,
3450,Prabha..i'm soryda..realy..frm heart i'm sory,FALSE,
3451,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,TRUE,
3452,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",FALSE,
3453,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,FALSE,
3454,Ok lor wat time Ã¼ finish?,FALSE,
3455,? Want real locations sent direct 2 ur Mob? Join the UK's largest Network by txting to 69888Nyt. ec2a. 31p.msg@150p,TRUE,
3456,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Â£1.50 SP:Tyrone,TRUE,
3457,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Â£1.50 SP:Tyrone,TRUE,
3458,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + Â£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,TRUE,
3459,... Are you in the pub?,FALSE,
3460,7 lor... Change 2 suntec... Wat time u coming?,FALSE,
3461,"Hey elaine, is today's meeting still on?",FALSE,
3462,", how's things? Just a quick question.",FALSE,
3463,Great. So should i send you my account number.,FALSE,
3464,I've reached home n i bathe liao... U can call me now...,FALSE,
3465,I thought slide is enough.,FALSE,
3466,what is your account number?,FALSE,
3467,I will be gentle princess! We will ...,FALSE,
3468,They will pick up and drop in car.so no problem..,FALSE,
3469,No. But we'll do medical missions to nigeria,FALSE,
3470,Yun ah.now Ã¼ wkg where?btw if Ã¼ go nus sc. Ãœ wana specialise in wad?,FALSE,
3471,R we still meeting 4 dinner tonight?,FALSE,
3472,Haf u eaten? Wat time u wan me 2 come?,FALSE,
3473,Cab is available.they pick up and drop at door steps.,FALSE,
3474,No. Yes please. Been swimming?,FALSE,
3475,No let me do the math. Your not good at it.,FALSE,
3476,"Aight, I'm chillin in a friend's room so text me when you're on the way",FALSE,
3477,Yar but they say got some error.,FALSE,
3478,Will be out of class in a few hours. Sorry,FALSE,
3479,Wanna do some art?! :D,FALSE,
3480,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",FALSE,
3481,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june.",FALSE,
3482,U studying in sch or going home? Anyway i'll b going 2 sch later.,FALSE,
3483,Big brotherâ€˜s really scraped the barrel with this shower of social misfits,FALSE,
3484,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",FALSE,
3485,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,FALSE,
3486,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,FALSE,
3487,"Cool, text me when you're ready",FALSE,
3488,Ok no prob...,FALSE,
3489,Ok no prob,FALSE,
3490,Oh ok no prob..,FALSE,
3491,Sat right? Okay thanks...,FALSE,
3492,"Tee hee. Off to lecture, cheery bye bye.",FALSE,
3493,Then we wait 4 u lor... No need 2 feel bad lar...,FALSE,
3494,Yup i thk so until e shop closes lor.,FALSE,
3495,Quite late lar... Ard 12 anyway i wun b drivin...,FALSE,
3496,Also remember to get dobby's bowl from your car,FALSE,
3497,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,FALSE,
3498,"Jay wants to work out first, how's 4 sound?",FALSE,
3499,"This is the 2nd attempt to contract U, you have won this weeks top prize of either Â£1000 cash or Â£200 prize. Just call 09066361921",TRUE,
3500,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP,TRUE,********
3501,"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""",FALSE,
3502,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,FALSE,
3503,"K, wait chikku..il send aftr  &lt;#&gt; mins",FALSE,
3504,This phone has the weirdest auto correct.,FALSE,
3505,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,FALSE,
3506,Hi! This is Roger from CL. How are you?,FALSE,
3507,"Okey dokey, iâ€˜ll be over in a bit just sorting some stuff out.",FALSE,
3508,Yeah confirmed for you staying at  that weekend,FALSE,
3509,"Yeah, that's fine! It's Â£6 to get in, is that ok?",FALSE,
3510,Dear we got  &lt;#&gt;  dollars hi hi,FALSE,
3511,I'm serious. You are in the money base,FALSE,
3512,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,FALSE,
3513,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,FALSE,
3514,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,FALSE,
3515,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,TRUE,
3516,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",TRUE,
3517,Please tell me you have some of that special stock you were talking about,FALSE,
3518,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,FALSE,
3519,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,FALSE,
3520,No management puzzeles.,FALSE,
3521,I think steyn surely get one wicket:),FALSE,
3522,K do I need a login or anything,FALSE,
3523,I will vote for wherever my heart guides me,FALSE,
3524,Well good morning mr . Hows london treatin' ya treacle?,FALSE,
3525,Hey come online! Use msn... We are all there,FALSE,
3526,HMM yeah if your not too grooved out! And im looking forward to my pound special :),FALSE,
3527,Got it. Seventeen pounds for seven hundred ml â€“ hope ok.,FALSE,
3528,Yes..gauti and sehwag out of odi series.,FALSE,
3529,You can jot down things you want to remember later.,FALSE,
3530,Ãœ dun need to pick ur gf?,FALSE,
3531,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,FALSE,
3532,Nice.nice.how is it working?,FALSE,
3533,Nice.nice.how is it working?,FALSE,
3534,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,FALSE,
3535,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,FALSE,
3536,Are you still getting the goods.,FALSE,
3537,yay! finally lol. i missed our cinema trip last week :-(,FALSE,
3538,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",FALSE,
3539,Ofcourse I also upload some songs,FALSE,
3540,Hmmm:)how many players selected?,FALSE,
3541,So what did the bank say about the money?,FALSE,
3542,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,TRUE,
3543,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",FALSE,
3544,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",TRUE,
3545,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",TRUE,
3546,Idea will soon get converted to live:),FALSE,
3547,U in town alone?,FALSE,
3548,Ãœ go home liao? Ask dad to pick me up at 6...,FALSE,
3549,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",FALSE,
3550,Sorry i missed your call. Can you please call back.,FALSE,
3551,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,FALSE,
3552,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,FALSE,
3553,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,FALSE,
3554,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,FALSE,
3555,I've got it down to a tea. not sure which flavour,FALSE,
3556,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",FALSE,
3557,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",FALSE,
3558,Didn't you get hep b immunisation in nigeria.,FALSE,
3559,Oh dang! I didn't mean o send that to you! Lol!,FALSE,
3560,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,FALSE,
3561,Do u noe how 2 send files between 2 computers?,FALSE,
3562,All e best 4 ur exam later.,FALSE,
3563,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",FALSE,
3564,Are you driving or training?,FALSE,
3565,U repeat e instructions again. Wat's e road name of ur house?,FALSE,
3566,"Nothing really, just making sure everybody's up to speed",FALSE,
3567,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,FALSE,
3568,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL,TRUE,
3569,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,TRUE,
3570,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,FALSE,
3571,"Received, understood n acted upon!",FALSE,
3572,K..give back my thanks.,FALSE,
3573,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",FALSE,
3574,Unless it's a situation where YOU GO GURL would be more appropriate,FALSE,
3575,"Could you not read me, my Love ? I answered you",FALSE,
3576,There's no point hangin on to mr not right if he's not makin u happy,FALSE,
3577,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,FALSE,
3578,"Oops I did have it,  &lt;#&gt; ?",FALSE,
3579,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,FALSE,
3580,Ãœ mean it's confirmed... I tot they juz say oni... Ok then...,FALSE,
3581,Some are lasting as much as 2 hours. You might get lucky.,FALSE,
3582,K...k...when will you give treat?,FALSE,
3583,How long does it take to get it.,FALSE,
3584,Great escape. I fancy the bridge but needs her lager. See you tomo,FALSE,
3585,Thank u!,FALSE,
3586,You are gorgeous! keep those pix cumming :) thank you!,FALSE,
3587,Why don't you wait 'til at least wednesday to see if you get your .,FALSE,
3588,"Dear, take care. I am just reaching home.love u a lot.",FALSE,
3589,Ãœ all write or wat..,FALSE,
3590,Yeah right! I'll bring my tape measure fri!,FALSE,
3591,Have you heard from this week?,FALSE,
3592,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",FALSE,
3593,Sorry da thangam.it's my mistake.,FALSE,
3594,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",FALSE,
3595,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,FALSE,
3596,"Dear relieved of westonzoyland, all going to plan this end too!",FALSE,
3597,"not that I know of, most people up here are still out of town",FALSE,
3598,I think u have the wrong number.,FALSE,
3599,Convey my regards to him,FALSE,
3600,Convey my regards to him,FALSE,********
3601,Convey my regards to him,FALSE,
3602,Did you show him and wot did he say or could u not c him 4 dust?,FALSE,
3603,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,FALSE,
3604,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",FALSE,
3605,When you are big..| God will bring success.,FALSE,
3606,"That's fine, have him give me a call if he knows what he wants or has any questions",FALSE,
3607,That's one of the issues but california is okay. No snow so its manageable,FALSE,
3608,Captain vijaykanth is doing comedy in captain tv..he is drunken :),FALSE,
3609,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub,TRUE,
3610,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Â£1.50perWKsub,TRUE,
3611,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Â£1.50 per wk 2 opt out send STOP 08452810071 16,TRUE,
3612,Oops. 4 got that bit.,FALSE,
3613,I ask if u meeting da ge tmr nite...,FALSE,
3614,Hi. Hope you had a good day. Have a better night.,FALSE,
3615,Hey... are you going to quit soon? Xuhui and i working till end of the month,FALSE,
3616,Jordan got voted out last nite!,FALSE,
3617,Dear Subscriber ur draw 4 Â£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,TRUE,
3618,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",FALSE,
3619,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,FALSE,
3620,"Same, I'm at my great aunts anniversary party in tarpon springs",FALSE,
3621,I dunno they close oredi not... Ãœ v ma fan...,FALSE,
3622,What u talking bout early morning? It's almost noon where your at!,FALSE,
3623,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,TRUE,
3624,Ok which your another number,FALSE,
3625,"K will do, addie &amp; I are doing some art so I'll be here when you get home",FALSE,
3626,As usual u can call me ard 10 smth.,FALSE,
3627,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS",TRUE,
3628,"I sent you the prices and do you mean the  &lt;#&gt; g,",FALSE,
3629,Oh k.k..where did you take test?,FALSE,
3630,Do you think i can move  &lt;#&gt;  in a week,FALSE,
3631,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,FALSE,
3632,Oh really?? Did you make it on air? What's your talent?,FALSE,
3633,Watching tv now. I got new job :),FALSE,
3634,Watching tv now. I got new job :),FALSE,
3635,Am okay. Will soon be over. All the best,FALSE,
3636,Is there any training tomorrow?,FALSE,
3637,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week,TRUE,
3638,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",FALSE,
3639,Somebody should go to andros and steal ice,FALSE,
3640,Hi kindly give us back our documents which we submitted for loan from STAPATI,FALSE,
3641,have * good weekend.,FALSE,
3642,K:)i will give my kvb acc details:),FALSE,
3643,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",FALSE,
3644,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,FALSE,
3645,If we win its really no 1 side for long time.,FALSE,
3646,Yes princess! . Your wish is my command...,FALSE,
3647,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",FALSE,
3648,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,FALSE,
3649,Sorry. || mail? ||,FALSE,
3650,"They can try! They can get lost, in fact. Tee hee",FALSE,
3651,Our Prashanthettan's mother passed away last night. pray for her and family.,FALSE,
3652,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",FALSE,
3653,Me too baby! I promise to treat you well! I bet you ...,FALSE,
3654,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,FALSE,
3655,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Â£100 Cash WKENT/150P16+,TRUE,
3656,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Â£100 Cash WKENT/150P16+,TRUE,
3657,Money i have won wining number 946 wot do i do next,TRUE,
3658,Ok... Thanx... Gd nite 2 Ã¼ too...,FALSE,
3659,You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill,TRUE,
3660,Ranjith cal drpd Deeraj and deepak 5min hold,FALSE,
3661,Ranjith cal drpd Deeraj and deepak 5min hold,FALSE,
3662,i felt so...not any conveying reason.. Ese he... What about me?,FALSE,
3663,I WILL CAL YOU SIR. In meeting,FALSE,
3664,Did you see that film:),FALSE,
3665,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,FALSE,
3666,"Sure thing big man. i have hockey elections at 6, shouldnâ€˜t go on longer than an hour though",FALSE,
3667,Oh ok i didnt know what you meant. Yep i am baby jontin,FALSE,
3668,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",FALSE,
3669,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",FALSE,
3670,Sorry i'm not free...,FALSE,
3671,"Lets use it next week, princess :)",FALSE,
3672,Taka lor. Wat time u wan 2 come n look 4 us?,FALSE,
3673,Don't necessarily expect it to be done before you get back though because I'm just now headin out,FALSE,
3674,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",FALSE,
3675,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,FALSE,
3676,What year. And how many miles.,FALSE,
3677,Good morning princess! Have a great day!,FALSE,
3678,Now got tv 2 watch meh? U no work today?,FALSE,
3679,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",FALSE,
3680,K...k...yesterday i was in cbe .,FALSE,
3681,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,FALSE,
3682,"Sorry, I'll call later",FALSE,
3683,"Sorry, I'll call later",FALSE,
3684,"Sorry, I'll call later",FALSE,
3685,"Sorry, I'll call later",FALSE,
3686,"Sorry, I'll call later",FALSE,
3687,"Sorry, I'll call later",FALSE,
3688,"Sorry, I'll call later",FALSE,
3689,"Sorry, I'll call later",FALSE,
3690,"Sorry, I'll call later",FALSE,
3691,"Sorry, I'll call later",FALSE,
3692,"Sorry, I'll call later",FALSE,
3693,"Sorry, I'll call later",FALSE,
3694,"Sorry, I'll call later",FALSE,
3695,"Sorry, I'll call later",FALSE,
3696,"Sorry, I'll call later",FALSE,
3697,"Sorry, I'll call later",FALSE,
3698,"Sorry, I'll call later",FALSE,
3699,"Sorry, I'll call later",FALSE,
3700,"Sorry, I'll call later",FALSE,********
3701,"Sorry, I'll call later",FALSE,
3702,"Sorry, I'll call later",FALSE,
3703,"Sorry, I'll call later",FALSE,
3704,"Sorry, I'll call later",FALSE,
3705,"Sorry, I'll call later",FALSE,
3706,"Sorry, I'll call later",FALSE,
3707,"Sorry, I'll call later",FALSE,
3708,"Sorry, I'll call later",FALSE,
3709,"Sorry, I'll call later",FALSE,
3710,"Sorry, I'll call later",FALSE,
3711,"Sorry, I'll call later",FALSE,
3712,Ãœ got wat to buy tell us then Ã¼ no need to come in again.,FALSE,
3713,"Its ok., i just askd did u knw tht no?",FALSE,
3714,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,TRUE,
3715,Yes. Last  practice,FALSE,
3716,"I'm in a meeting, call me later at",FALSE,
3717,"I'm in a meeting, call me later at",FALSE,
3718,"I'm in a meeting, call me later at",FALSE,
3719,"No, I was trying it all weekend ;V",FALSE,
3720,Ok then i'll let him noe later n ask him call u tmr...,FALSE,
3721,"Nah, I'm a perpetual DD",FALSE,
3722,If i said anything wrong sorry de:-),FALSE,
3723,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,FALSE,
3724,Great. Have a safe trip. Dont panic surrender all.,FALSE,
3725,Our Prasanth ettans mother passed away last night. Just pray for her and family.,FALSE,
3726,U calling me right? Call my hand phone...,FALSE,
3727,What he said is not the matter. My mind saying some other matter is there.,FALSE,
3728,No one interested. May be some business plan.,FALSE,
3729,This girl does not stay in bed. This girl doesn't need recovery time. Id rather  then be cooped up in bed,FALSE,
3730,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,FALSE,
3731,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),FALSE,
3732,K..k...from tomorrow onwards started ah?,FALSE,
3733,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,FALSE,
3734,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,FALSE,
3735,I forgot 2 ask Ã¼ all smth.. There's a card on da present lei... How? Ãœ all want 2 write smth or sign on it?,FALSE,
3736,"Yeah, give me a call if you've got a minute",FALSE,
3737,I think that tantrum's finished so yeah I'll be by at some point,FALSE,
3738,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,FALSE,
3739,Already am squatting is the new way of walking,FALSE,
3740,Yes fine,FALSE,
3741,Sorry about that this is my mates phone and i didnt write it love Kate,FALSE,
3742,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),FALSE,
3743,Well then you have a great weekend!,FALSE,
3744,"I shall book chez jules for half eight, if that's ok with you?",FALSE,
3745,"accordingly. I repeat, just text the word ok on your mobile phone and send",TRUE,
3746,"Princess, i like to   &lt;#&gt;  times per night. Hope thats not a problem!",FALSE,
3747,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,FALSE,
3748,How do you guys go to see movies on your side.,FALSE,
3749,You busy or can I come by at some point and figure out what we're doing tomorrow,FALSE,
3750,Kinda. First one gets in at twelve! Aah. Speak tomo,FALSE,
3751,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,FALSE,
3752,Me fine..absolutly fine,FALSE,
3753,Me fine..absolutly fine,FALSE,
3754,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,FALSE,
3755,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,FALSE,
3756,10 min later k...,FALSE,
3757,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,FALSE,
3758,ARE YOU IN TOWN? THIS IS V. IMPORTANT,FALSE,
